home,visitor,game_date,Schedule Type,League
Columbus Blue Jackets,Dallas Stars,2021-03-13,Actual,NHL
Calgary Flames,Montreal Canadiens,2021-03-13,Actual,NHL
Florida Panthers,Chicago Blackhawks,2021-03-13,Actual,NHL
New Jersey Devils,New York Islanders,2021-03-13,Actual,NHL
Philadelphia Flyers,Washington Capitals,2021-03-13,Actual,NHL
St. Louis Blues,Vegas Golden Knights,2021-03-13,Actual,NHL
Tampa Bay Lightning,Nashville Predators,2021-03-13,Actual,NHL
Toronto Maple Leafs,Winnipeg Jets,2021-03-13,Actual,NHL
Vancouver Canucks,Edmonton Oilers,2021-03-13,Actual,NHL
Columbus Blue Jackets,Dallas Stars,2021-03-14,Actual,NHL
Colorado Avalanche,Los Angeles Kings,2021-03-14,Actual,NHL
Detroit Red Wings,Carolina Hurricanes,2021-03-14,Actual,NHL
Minnesota Wild,Arizona Coyotes,2021-03-14,Actual,NHL
New Jersey Devils,New York Islanders,2021-03-14,Actual,NHL
Ottawa Senators,Toronto Maple Leafs,2021-03-14,Actual,NHL
Buffalo Sabres,Washington Capitals,2021-03-15,Actual,NHL
Calgary Flames,Edmonton Oilers,2021-03-15,Actual,NHL
Florida Panthers,Chicago Blackhawks,2021-03-15,Actual,NHL
New York Rangers,Philadelphia Flyers,2021-03-15,Actual,NHL
Ottawa Senators,Vancouver Canucks,2021-03-15,Actual,NHL
Pittsburgh Penguins,Boston Bruins,2021-03-15,Actual,NHL
Tampa Bay Lightning,Nashville Predators,2021-03-15,Actual,NHL
Vegas Golden Knights,San Jose Sharks,2021-03-15,Actual,NHL
Winnipeg Jets,Montreal Canadiens,2021-03-15,Actual,NHL
Colorado Avalanche,Anaheim Ducks,2021-03-16,Actual,NHL
Dallas Stars,Tampa Bay Lightning,2021-03-16,Actual,NHL
Detroit Red Wings,Carolina Hurricanes,2021-03-16,Actual,NHL
Minnesota Wild,Arizona Coyotes,2021-03-16,Actual,NHL
New Jersey Devils,Buffalo Sabres,2021-03-16,Actual,NHL
Pittsburgh Penguins,Boston Bruins,2021-03-16,Actual,NHL
Washington Capitals,New York Islanders,2021-03-16,Actual,NHL
Calgary Flames,Edmonton Oilers,2021-03-17,Actual,NHL
Los Angeles Kings,St. Louis Blues,2021-03-17,Actual,NHL
New York Rangers,Philadelphia Flyers,2021-03-17,Actual,NHL
Ottawa Senators,Vancouver Canucks,2021-03-17,Actual,NHL
Vegas Golden Knights,San Jose Sharks,2021-03-17,Actual,NHL
Winnipeg Jets,Montreal Canadiens,2021-03-17,Actual,NHL
Anaheim Ducks,Arizona Coyotes,2021-03-18,Actual,NHL
Buffalo Sabres,Boston Bruins,2021-03-18,Actual,NHL
Carolina Hurricanes,Columbus Blue Jackets,2021-03-18,Actual,NHL
Colorado Avalanche,Minnesota Wild,2021-03-18,Actual,NHL
Detroit Red Wings,Dallas Stars,2021-03-18,Actual,NHL
Edmonton Oilers,Winnipeg Jets,2021-03-18,Actual,NHL
Florida Panthers,Nashville Predators,2021-03-18,Actual,NHL
New Jersey Devils,Pittsburgh Penguins,2021-03-18,Actual,NHL
New York Islanders,Philadelphia Flyers,2021-03-18,Actual,NHL
Tampa Bay Lightning,Chicago Blackhawks,2021-03-18,Actual,NHL
Los Angeles Kings,Vegas Golden Knights,2021-03-19,Actual,NHL
Montreal Canadiens,Vancouver Canucks,2021-03-19,Actual,NHL
San Jose Sharks,St. Louis Blues,2021-03-19,Actual,NHL
Toronto Maple Leafs,Calgary Flames,2021-03-19,Actual,NHL
Washington Capitals,New York Rangers,2021-03-19,Actual,NHL
Anaheim Ducks,Arizona Coyotes,2021-03-20,Actual,NHL
Carolina Hurricanes,Columbus Blue Jackets,2021-03-20,Actual,NHL
Colorado Avalanche,Minnesota Wild,2021-03-20,Actual,NHL
Detroit Red Wings,Dallas Stars,2021-03-20,Actual,NHL
Edmonton Oilers,Winnipeg Jets,2021-03-20,Actual,NHL
Florida Panthers,Nashville Predators,2021-03-20,Actual,NHL
Montreal Canadiens,Vancouver Canucks,2021-03-20,Actual,NHL
New Jersey Devils,Pittsburgh Penguins,2021-03-20,Actual,NHL
New York Islanders,Philadelphia Flyers,2021-03-20,Actual,NHL
San Jose Sharks,St. Louis Blues,2021-03-20,Actual,NHL
Tampa Bay Lightning,Chicago Blackhawks,2021-03-20,Actual,NHL
Toronto Maple Leafs,Calgary Flames,2021-03-20,Actual,NHL
Washington Capitals,New York Rangers,2021-03-20,Actual,NHL
Dallas Stars,Nashville Predators,2021-03-21,Actual,NHL
Los Angeles Kings,Vegas Golden Knights,2021-03-21,Actual,NHL
Pittsburgh Penguins,New Jersey Devils,2021-03-21,Actual,NHL
Tampa Bay Lightning,Florida Panthers,2021-03-21,Actual,NHL
Arizona Coyotes,Colorado Avalanche,2021-03-22,Actual,NHL
Columbus Blue Jackets,Carolina Hurricanes,2021-03-22,Actual,NHL
Minnesota Wild,Anaheim Ducks,2021-03-22,Actual,NHL
New York Rangers,Buffalo Sabres,2021-03-22,Actual,NHL
Ottawa Senators,Calgary Flames,2021-03-22,Actual,NHL
Philadelphia Flyers,New York Islanders,2021-03-22,Actual,NHL
San Jose Sharks,Los Angeles Kings,2021-03-22,Actual,NHL
Vancouver Canucks,Winnipeg Jets,2021-03-22,Actual,NHL
Vegas Golden Knights,St. Louis Blues,2021-03-22,Actual,NHL
Arizona Coyotes,Colorado Avalanche,2021-03-23,Actual,NHL
Chicago Blackhawks,Florida Panthers,2021-03-23,Actual,NHL
Dallas Stars,Tampa Bay Lightning,2021-03-23,Actual,NHL
Nashville Predators,Detroit Red Wings,2021-03-23,Actual,NHL
Philadelphia Flyers,New Jersey Devils,2021-03-23,Actual,NHL
Minnesota Wild,Anaheim Ducks,2021-03-24,Actual,NHL
Ottawa Senators,Calgary Flames,2021-03-24,Actual,NHL
Pittsburgh Penguins,Buffalo Sabres,2021-03-24,Actual,NHL
San Jose Sharks,Los Angeles Kings,2021-03-24,Actual,NHL
Vancouver Canucks,Winnipeg Jets,2021-03-24,Actual,NHL
Boston Bruins,New York Islanders,2021-03-25,Actual,NHL
Columbus Blue Jackets,Carolina Hurricanes,2021-03-25,Actual,NHL
Chicago Blackhawks,Florida Panthers,2021-03-25,Actual,NHL
Colorado Avalanche,Vegas Golden Knights,2021-03-25,Actual,NHL
Dallas Stars,Tampa Bay Lightning,2021-03-25,Actual,NHL
Minnesota Wild,St. Louis Blues,2021-03-25,Actual,NHL
Nashville Predators,Detroit Red Wings,2021-03-25,Actual,NHL
Ottawa Senators,Toronto Maple Leafs,2021-03-25,Actual,NHL
Philadelphia Flyers,New York Rangers,2021-03-25,Actual,NHL
Pittsburgh Penguins,Buffalo Sabres,2021-03-25,Actual,NHL
Washington Capitals,New Jersey Devils,2021-03-25,Actual,NHL
Arizona Coyotes,San Jose Sharks,2021-03-26,Actual,NHL
Calgary Flames,Winnipeg Jets,2021-03-26,Actual,NHL
St. Louis Blues,Anaheim Ducks,2021-03-26,Actual,NHL
Washington Capitals,New Jersey Devils,2021-03-26,Actual,NHL
Arizona Coyotes,San Jose Sharks,2021-03-27,Actual,NHL
Boston Bruins,Buffalo Sabres,2021-03-27,Actual,NHL
Carolina Hurricanes,Tampa Bay Lightning,2021-03-27,Actual,NHL
Calgary Flames,Winnipeg Jets,2021-03-27,Actual,NHL
Chicago Blackhawks,Nashville Predators,2021-03-27,Actual,NHL
Colorado Avalanche,Vegas Golden Knights,2021-03-27,Actual,NHL
Dallas Stars,Florida Panthers,2021-03-27,Actual,NHL
Detroit Red Wings,Columbus Blue Jackets,2021-03-27,Actual,NHL
Philadelphia Flyers,New York Rangers,2021-03-27,Actual,NHL
Pittsburgh Penguins,New York Islanders,2021-03-27,Actual,NHL
Toronto Maple Leafs,Edmonton Oilers,2021-03-27,Actual,NHL
Boston Bruins,New Jersey Devils,2021-03-28,Actual,NHL
Chicago Blackhawks,Nashville Predators,2021-03-28,Actual,NHL
Dallas Stars,Florida Panthers,2021-03-28,Actual,NHL
Detroit Red Wings,Columbus Blue Jackets,2021-03-28,Actual,NHL
St. Louis Blues,Anaheim Ducks,2021-03-28,Actual,NHL
Washington Capitals,New York Rangers,2021-03-28,Actual,NHL
Buffalo Sabres,Philadelphia Flyers,2021-03-29,Actual,NHL
Calgary Flames,Winnipeg Jets,2021-03-29,Actual,NHL
Colorado Avalanche,Anaheim Ducks,2021-03-29,Actual,NHL
Pittsburgh Penguins,New York Islanders,2021-03-29,Actual,NHL
San Jose Sharks,Minnesota Wild,2021-03-29,Actual,NHL
Toronto Maple Leafs,Edmonton Oilers,2021-03-29,Actual,NHL
Vegas Golden Knights,Los Angeles Kings,2021-03-29,Actual,NHL
Boston Bruins,New Jersey Devils,2021-03-30,Actual,NHL
Chicago Blackhawks,Carolina Hurricanes,2021-03-30,Actual,NHL
Florida Panthers,Detroit Red Wings,2021-03-30,Actual,NHL
Montreal Canadiens,Edmonton Oilers,2021-03-30,Actual,NHL
Nashville Predators,Dallas Stars,2021-03-30,Actual,NHL
New York Rangers,Washington Capitals,2021-03-30,Actual,NHL
Tampa Bay Lightning,Columbus Blue Jackets,2021-03-30,Actual,NHL
Buffalo Sabres,Philadelphia Flyers,2021-03-31,Actual,NHL
Colorado Avalanche,Arizona Coyotes,2021-03-31,Actual,NHL
San Jose Sharks,Minnesota Wild,2021-03-31,Actual,NHL
Vegas Golden Knights,Los Angeles Kings,2021-03-31,Actual,NHL
Winnipeg Jets,Toronto Maple Leafs,2021-03-31,Actual,NHL
Boston Bruins,Pittsburgh Penguins,2021-04-01,Actual,NHL
Buffalo Sabres,New York Rangers,2021-04-01,Actual,NHL
Chicago Blackhawks,Carolina Hurricanes,2021-04-01,Actual,NHL
Florida Panthers,Detroit Red Wings,2021-04-01,Actual,NHL
Nashville Predators,Dallas Stars,2021-04-01,Actual,NHL
New York Islanders,Washington Capitals,2021-04-01,Actual,NHL
Ottawa Senators,Montreal Canadiens,2021-04-01,Actual,NHL
Tampa Bay Lightning,Columbus Blue Jackets,2021-04-01,Actual,NHL
Vegas Golden Knights,Minnesota Wild,2021-04-01,Actual,NHL
Anaheim Ducks,Arizona Coyotes,2021-04-02,Actual,NHL
Colorado Avalanche,St. Louis Blues,2021-04-02,Actual,NHL
Edmonton Oilers,Calgary Flames,2021-04-02,Actual,NHL
Los Angeles Kings,San Jose Sharks,2021-04-02,Actual,NHL
New Jersey Devils,Washington Capitals,2021-04-02,Actual,NHL
Winnipeg Jets,Toronto Maple Leafs,2021-04-02,Actual,NHL
Boston Bruins,Pittsburgh Penguins,2021-04-03,Actual,NHL
Buffalo Sabres,New York Rangers,2021-04-03,Actual,NHL
Carolina Hurricanes,Dallas Stars,2021-04-03,Actual,NHL
Colorado Avalanche,St. Louis Blues,2021-04-03,Actual,NHL
Florida Panthers,Columbus Blue Jackets,2021-04-03,Actual,NHL
Los Angeles Kings,San Jose Sharks,2021-04-03,Actual,NHL
Montreal Canadiens,Ottawa Senators,2021-04-03,Actual,NHL
Nashville Predators,Chicago Blackhawks,2021-04-03,Actual,NHL
New York Islanders,Philadelphia Flyers,2021-04-03,Actual,NHL
Tampa Bay Lightning,Detroit Red Wings,2021-04-03,Actual,NHL
Vegas Golden Knights,Minnesota Wild,2021-04-03,Actual,NHL
Anaheim Ducks,Arizona Coyotes,2021-04-04,Actual,NHL
Carolina Hurricanes,Dallas Stars,2021-04-04,Actual,NHL
Calgary Flames,Toronto Maple Leafs,2021-04-04,Actual,NHL
Florida Panthers,Columbus Blue Jackets,2021-04-04,Actual,NHL
New Jersey Devils,Washington Capitals,2021-04-04,Actual,NHL
Tampa Bay Lightning,Detroit Red Wings,2021-04-04,Actual,NHL
Boston Bruins,Philadelphia Flyers,2021-04-05,Actual,NHL
Calgary Flames,Toronto Maple Leafs,2021-04-05,Actual,NHL
Los Angeles Kings,Arizona Coyotes,2021-04-05,Actual,NHL
Minnesota Wild,Colorado Avalanche,2021-04-05,Actual,NHL
Montreal Canadiens,Edmonton Oilers,2021-04-05,Actual,NHL
St. Louis Blues,Vegas Golden Knights,2021-04-05,Actual,NHL
Winnipeg Jets,Ottawa Senators,2021-04-05,Actual,NHL
Carolina Hurricanes,Florida Panthers,2021-04-06,Actual,NHL
Columbus Blue Jackets,Tampa Bay Lightning,2021-04-06,Actual,NHL
Chicago Blackhawks,Dallas Stars,2021-04-06,Actual,NHL
Detroit Red Wings,Nashville Predators,2021-04-06,Actual,NHL
New Jersey Devils,Buffalo Sabres,2021-04-06,Actual,NHL
New York Islanders,Washington Capitals,2021-04-06,Actual,NHL
New York Rangers,Pittsburgh Penguins,2021-04-06,Actual,NHL
Philadelphia Flyers,Boston Bruins,2021-04-06,Actual,NHL
San Jose Sharks,Anaheim Ducks,2021-04-06,Actual,NHL
Los Angeles Kings,Arizona Coyotes,2021-04-07,Actual,NHL
Minnesota Wild,Colorado Avalanche,2021-04-07,Actual,NHL
Ottawa Senators,Edmonton Oilers,2021-04-07,Actual,NHL
St. Louis Blues,Vegas Golden Knights,2021-04-07,Actual,NHL
Toronto Maple Leafs,Montreal Canadiens,2021-04-07,Actual,NHL
Buffalo Sabres,New Jersey Devils,2021-04-08,Actual,NHL
Carolina Hurricanes,Florida Panthers,2021-04-08,Actual,NHL
Columbus Blue Jackets,Tampa Bay Lightning,2021-04-08,Actual,NHL
Chicago Blackhawks,Dallas Stars,2021-04-08,Actual,NHL
Detroit Red Wings,Nashville Predators,2021-04-08,Actual,NHL
Montreal Canadiens,Winnipeg Jets,2021-04-08,Actual,NHL
New York Islanders,Philadelphia Flyers,2021-04-08,Actual,NHL
New York Rangers,Pittsburgh Penguins,2021-04-08,Actual,NHL
Ottawa Senators,Edmonton Oilers,2021-04-08,Actual,NHL
Washington Capitals,Boston Bruins,2021-04-08,Actual,NHL
Anaheim Ducks,Colorado Avalanche,2021-04-09,Actual,NHL
Buffalo Sabres,Washington Capitals,2021-04-09,Actual,NHL
New Jersey Devils,Pittsburgh Penguins,2021-04-09,Actual,NHL
New York Islanders,New York Rangers,2021-04-09,Actual,NHL
San Jose Sharks,Los Angeles Kings,2021-04-09,Actual,NHL
St. Louis Blues,Minnesota Wild,2021-04-09,Actual,NHL
Vegas Golden Knights,Arizona Coyotes,2021-04-09,Actual,NHL
Carolina Hurricanes,Detroit Red Wings,2021-04-10,Actual,NHL
Columbus Blue Jackets,Chicago Blackhawks,2021-04-10,Actual,NHL
Calgary Flames,Edmonton Oilers,2021-04-10,Actual,NHL
Dallas Stars,Florida Panthers,2021-04-10,Actual,NHL
Montreal Canadiens,Winnipeg Jets,2021-04-10,Actual,NHL
Nashville Predators,Tampa Bay Lightning,2021-04-10,Actual,NHL
Philadelphia Flyers,Boston Bruins,2021-04-10,Actual,NHL
San Jose Sharks,Los Angeles Kings,2021-04-10,Actual,NHL
St. Louis Blues,Minnesota Wild,2021-04-10,Actual,NHL
Toronto Maple Leafs,Ottawa Senators,2021-04-10,Actual,NHL
Anaheim Ducks,Colorado Avalanche,2021-04-11,Actual,NHL
Boston Bruins,Washington Capitals,2021-04-11,Actual,NHL
New Jersey Devils,Pittsburgh Penguins,2021-04-11,Actual,NHL
Nashville Predators,Dallas Stars,2021-04-11,Actual,NHL
New York Islanders,New York Rangers,2021-04-11,Actual,NHL
Philadelphia Flyers,Buffalo Sabres,2021-04-11,Actual,NHL
Vegas Golden Knights,Arizona Coyotes,2021-04-11,Actual,NHL
Carolina Hurricanes,Detroit Red Wings,2021-04-12,Actual,NHL
Columbus Blue Jackets,Chicago Blackhawks,2021-04-12,Actual,NHL
Colorado Avalanche,Arizona Coyotes,2021-04-12,Actual,NHL
Los Angeles Kings,Vegas Golden Knights,2021-04-12,Actual,NHL
Montreal Canadiens,Toronto Maple Leafs,2021-04-12,Actual,NHL
Ottawa Senators,Winnipeg Jets,2021-04-12,Actual,NHL
San Jose Sharks,Anaheim Ducks,2021-04-12,Actual,NHL
Boston Bruins,Buffalo Sabres,2021-04-13,Actual,NHL
Dallas Stars,Florida Panthers,2021-04-13,Actual,NHL
New Jersey Devils,New York Rangers,2021-04-13,Actual,NHL
Nashville Predators,Tampa Bay Lightning,2021-04-13,Actual,NHL
Toronto Maple Leafs,Calgary Flames,2021-04-13,Actual,NHL
Washington Capitals,Philadelphia Flyers,2021-04-13,Actual,NHL
Los Angeles Kings,Vegas Golden Knights,2021-04-14,Actual,NHL
Minnesota Wild,Arizona Coyotes,2021-04-14,Actual,NHL
Montreal Canadiens,Calgary Flames,2021-04-14,Actual,NHL
Ottawa Senators,Winnipeg Jets,2021-04-14,Actual,NHL
San Jose Sharks,Anaheim Ducks,2021-04-14,Actual,NHL
St. Louis Blues,Colorado Avalanche,2021-04-14,Actual,NHL
Boston Bruins,New York Islanders,2021-04-15,Actual,NHL
Carolina Hurricanes,Nashville Predators,2021-04-15,Actual,NHL
Dallas Stars,Columbus Blue Jackets,2021-04-15,Actual,NHL
Detroit Red Wings,Chicago Blackhawks,2021-04-15,Actual,NHL
New York Rangers,New Jersey Devils,2021-04-15,Actual,NHL
Pittsburgh Penguins,Philadelphia Flyers,2021-04-15,Actual,NHL
Tampa Bay Lightning,Florida Panthers,2021-04-15,Actual,NHL
Toronto Maple Leafs,Winnipeg Jets,2021-04-15,Actual,NHL
Washington Capitals,Buffalo Sabres,2021-04-15,Actual,NHL
Anaheim Ducks,Vegas Golden Knights,2021-04-16,Actual,NHL
Boston Bruins,New York Islanders,2021-04-16,Actual,NHL
Minnesota Wild,San Jose Sharks,2021-04-16,Actual,NHL
Montreal Canadiens,Calgary Flames,2021-04-16,Actual,NHL
Arizona Coyotes,St. Louis Blues,2021-04-17,Actual,NHL
Buffalo Sabres,Pittsburgh Penguins,2021-04-17,Actual,NHL
Carolina Hurricanes,Nashville Predators,2021-04-17,Actual,NHL
Dallas Stars,Columbus Blue Jackets,2021-04-17,Actual,NHL
Detroit Red Wings,Chicago Blackhawks,2021-04-17,Actual,NHL
Minnesota Wild,San Jose Sharks,2021-04-17,Actual,NHL
Montreal Canadiens,Ottawa Senators,2021-04-17,Actual,NHL
New York Rangers,New Jersey Devils,2021-04-17,Actual,NHL
Philadelphia Flyers,Washington Capitals,2021-04-17,Actual,NHL
Tampa Bay Lightning,Florida Panthers,2021-04-17,Actual,NHL
Winnipeg Jets,Edmonton Oilers,2021-04-17,Actual,NHL
Anaheim Ducks,Vegas Golden Knights,2021-04-18,Actual,NHL
Boston Bruins,Washington Capitals,2021-04-18,Actual,NHL
Buffalo Sabres,Pittsburgh Penguins,2021-04-18,Actual,NHL
New Jersey Devils,New York Rangers,2021-04-18,Actual,NHL
Philadelphia Flyers,New York Islanders,2021-04-18,Actual,NHL
Vancouver Canucks,Toronto Maple Leafs,2021-04-18,Actual,NHL
Arizona Coyotes,Minnesota Wild,2021-04-19,Actual,NHL
Calgary Flames,Ottawa Senators,2021-04-19,Actual,NHL
Dallas Stars,Detroit Red Wings,2021-04-19,Actual,NHL
Edmonton Oilers,Montreal Canadiens,2021-04-19,Actual,NHL
Florida Panthers,Columbus Blue Jackets,2021-04-19,Actual,NHL
Nashville Predators,Chicago Blackhawks,2021-04-19,Actual,NHL
Tampa Bay Lightning,Carolina Hurricanes,2021-04-19,Actual,NHL
Vegas Golden Knights,San Jose Sharks,2021-04-19,Actual,NHL
Buffalo Sabres,Boston Bruins,2021-04-20,Actual,NHL
Dallas Stars,Detroit Red Wings,2021-04-20,Actual,NHL
Florida Panthers,Columbus Blue Jackets,2021-04-20,Actual,NHL
Los Angeles Kings,Anaheim Ducks,2021-04-20,Actual,NHL
New York Islanders,New York Rangers,2021-04-20,Actual,NHL
Pittsburgh Penguins,New Jersey Devils,2021-04-20,Actual,NHL
Tampa Bay Lightning,Carolina Hurricanes,2021-04-20,Actual,NHL
Vancouver Canucks,Toronto Maple Leafs,2021-04-20,Actual,NHL
Arizona Coyotes,Minnesota Wild,2021-04-21,Actual,NHL
Chicago Blackhawks,Nashville Predators,2021-04-21,Actual,NHL
Edmonton Oilers,Montreal Canadiens,2021-04-21,Actual,NHL
Vegas Golden Knights,San Jose Sharks,2021-04-21,Actual,NHL
Buffalo Sabres,Boston Bruins,2021-04-22,Actual,NHL
Detroit Red Wings,Dallas Stars,2021-04-22,Actual,NHL
Florida Panthers,Carolina Hurricanes,2021-04-22,Actual,NHL
New York Islanders,Washington Capitals,2021-04-22,Actual,NHL
New York Rangers,Philadelphia Flyers,2021-04-22,Actual,NHL
Pittsburgh Penguins,New Jersey Devils,2021-04-22,Actual,NHL
St. Louis Blues,Colorado Avalanche,2021-04-22,Actual,NHL
Tampa Bay Lightning,Columbus Blue Jackets,2021-04-22,Actual,NHL
Vancouver Canucks,Ottawa Senators,2021-04-22,Actual,NHL
Winnipeg Jets,Toronto Maple Leafs,2021-04-22,Actual,NHL
Buffalo Sabres,Boston Bruins,2021-04-23,Actual,NHL
Calgary Flames,Montreal Canadiens,2021-04-23,Actual,NHL
Chicago Blackhawks,Nashville Predators,2021-04-23,Actual,NHL
Los Angeles Kings,Minnesota Wild,2021-04-23,Actual,NHL
New York Rangers,Philadelphia Flyers,2021-04-23,Actual,NHL
Anaheim Ducks,Vegas Golden Knights,2021-04-24,Actual,NHL
Calgary Flames,Montreal Canadiens,2021-04-24,Actual,NHL
Detroit Red Wings,Dallas Stars,2021-04-24,Actual,NHL
Florida Panthers,Carolina Hurricanes,2021-04-24,Actual,NHL
Los Angeles Kings,Arizona Coyotes,2021-04-24,Actual,NHL
New York Islanders,Washington Capitals,2021-04-24,Actual,NHL
Pittsburgh Penguins,New Jersey Devils,2021-04-24,Actual,NHL
San Jose Sharks,Minnesota Wild,2021-04-24,Actual,NHL
St. Louis Blues,Colorado Avalanche,2021-04-24,Actual,NHL
Vancouver Canucks,Ottawa Senators,2021-04-24,Actual,NHL
Winnipeg Jets,Toronto Maple Leafs,2021-04-24,Actual,NHL
New York Rangers,Buffalo Sabres,2021-04-25,Actual,NHL
Philadelphia Flyers,New Jersey Devils,2021-04-25,Actual,NHL
Pittsburgh Penguins,Boston Bruins,2021-04-25,Actual,NHL
Tampa Bay Lightning,Columbus Blue Jackets,2021-04-25,Actual,NHL
Calgary Flames,Montreal Canadiens,2021-04-26,Actual,NHL
Dallas Stars,Carolina Hurricanes,2021-04-26,Actual,NHL
Los Angeles Kings,Anaheim Ducks,2021-04-26,Actual,NHL
Nashville Predators,Florida Panthers,2021-04-26,Actual,NHL
Ottawa Senators,Vancouver Canucks,2021-04-26,Actual,NHL
San Jose Sharks,Arizona Coyotes,2021-04-26,Actual,NHL
St. Louis Blues,Colorado Avalanche,2021-04-26,Actual,NHL
Winnipeg Jets,Edmonton Oilers,2021-04-26,Actual,NHL
Columbus Blue Jackets,Detroit Red Wings,2021-04-27,Actual,NHL
Chicago Blackhawks,Tampa Bay Lightning,2021-04-27,Actual,NHL
Dallas Stars,Carolina Hurricanes,2021-04-27,Actual,NHL
New Jersey Devils,Philadelphia Flyers,2021-04-27,Actual,NHL
Nashville Predators,Florida Panthers,2021-04-27,Actual,NHL
New York Rangers,Buffalo Sabres,2021-04-27,Actual,NHL
Pittsburgh Penguins,Boston Bruins,2021-04-27,Actual,NHL
Washington Capitals,New York Islanders,2021-04-27,Actual,NHL
Los Angeles Kings,Anaheim Ducks,2021-04-28,Actual,NHL
Minnesota Wild,St. Louis Blues,2021-04-28,Actual,NHL
Montreal Canadiens,Toronto Maple Leafs,2021-04-28,Actual,NHL
Ottawa Senators,Vancouver Canucks,2021-04-28,Actual,NHL
San Jose Sharks,Arizona Coyotes,2021-04-28,Actual,NHL
Vegas Golden Knights,Colorado Avalanche,2021-04-28,Actual,NHL
Winnipeg Jets,Edmonton Oilers,2021-04-28,Actual,NHL
Boston Bruins,Buffalo Sabres,2021-04-29,Actual,NHL
Carolina Hurricanes,Detroit Red Wings,2021-04-29,Actual,NHL
Chicago Blackhawks,Florida Panthers,2021-04-29,Actual,NHL
Edmonton Oilers,Calgary Flames,2021-04-29,Actual,NHL
Minnesota Wild,St. Louis Blues,2021-04-29,Actual,NHL
New Jersey Devils,Philadelphia Flyers,2021-04-29,Actual,NHL
New York Rangers,New York Islanders,2021-04-29,Actual,NHL
Tampa Bay Lightning,Dallas Stars,2021-04-29,Actual,NHL
Toronto Maple Leafs,Vancouver Canucks,2021-04-29,Actual,NHL
Washington Capitals,Pittsburgh Penguins,2021-04-29,Actual,NHL
Anaheim Ducks,Los Angeles Kings,2021-04-30,Actual,NHL
Arizona Coyotes,Vegas Golden Knights,2021-04-30,Actual,NHL
Colorado Avalanche,San Jose Sharks,2021-04-30,Actual,NHL
Montreal Canadiens,Winnipeg Jets,2021-04-30,Actual,NHL
Anaheim Ducks,Los Angeles Kings,2021-05-01,Actual,NHL
Arizona Coyotes,Vegas Golden Knights,2021-05-01,Actual,NHL
Boston Bruins,Buffalo Sabres,2021-05-01,Actual,NHL
Carolina Hurricanes,Columbus Blue Jackets,2021-05-01,Actual,NHL
Chicago Blackhawks,Florida Panthers,2021-05-01,Actual,NHL
Colorado Avalanche,San Jose Sharks,2021-05-01,Actual,NHL
Detroit Red Wings,Tampa Bay Lightning,2021-05-01,Actual,NHL
Edmonton Oilers,Calgary Flames,2021-05-01,Actual,NHL
Minnesota Wild,St. Louis Blues,2021-05-01,Actual,NHL
Montreal Canadiens,Ottawa Senators,2021-05-01,Actual,NHL
Nashville Predators,Dallas Stars,2021-05-01,Actual,NHL
New York Islanders,New York Rangers,2021-05-01,Actual,NHL
Philadelphia Flyers,New Jersey Devils,2021-05-01,Actual,NHL
Toronto Maple Leafs,Vancouver Canucks,2021-05-01,Actual,NHL
Washington Capitals,Pittsburgh Penguins,2021-05-01,Actual,NHL
Detroit Red Wings,Tampa Bay Lightning,2021-05-02,Actual,NHL
Arizona Coyotes,Los Angeles Kings,2021-05-03,Actual,NHL
Buffalo Sabres,New York Islanders,2021-05-03,Actual,NHL
Carolina Hurricanes,Chicago Blackhawks,2021-05-03,Actual,NHL
Columbus Blue Jackets,Nashville Predators,2021-05-03,Actual,NHL
Florida Panthers,Dallas Stars,2021-05-03,Actual,NHL
Minnesota Wild,Vegas Golden Knights,2021-05-03,Actual,NHL
Montreal Canadiens,Toronto Maple Leafs,2021-05-03,Actual,NHL
New Jersey Devils,Boston Bruins,2021-05-03,Actual,NHL
New York Rangers,Washington Capitals,2021-05-03,Actual,NHL
Ottawa Senators,Winnipeg Jets,2021-05-03,Actual,NHL
Philadelphia Flyers,Pittsburgh Penguins,2021-05-03,Actual,NHL
San Jose Sharks,Colorado Avalanche,2021-05-03,Actual,NHL
St. Louis Blues,Anaheim Ducks,2021-05-03,Actual,NHL
Vancouver Canucks,Edmonton Oilers,2021-05-03,Actual,NHL
Buffalo Sabres,New York Islanders,2021-05-04,Actual,NHL
Carolina Hurricanes,Chicago Blackhawks,2021-05-04,Actual,NHL
New Jersey Devils,Boston Bruins,2021-05-04,Actual,NHL
Philadelphia Flyers,Pittsburgh Penguins,2021-05-04,Actual,NHL
Vancouver Canucks,Edmonton Oilers,2021-05-04,Actual,NHL
Arizona Coyotes,Los Angeles Kings,2021-05-05,Actual,NHL
Columbus Blue Jackets,Nashville Predators,2021-05-05,Actual,NHL
Calgary Flames,Winnipeg Jets,2021-05-05,Actual,NHL
Minnesota Wild,Vegas Golden Knights,2021-05-05,Actual,NHL
New York Rangers,Washington Capitals,2021-05-05,Actual,NHL
Ottawa Senators,Montreal Canadiens,2021-05-05,Actual,NHL
